title,scenariste,dessinateur,code_barre,editeur,dewey,date_acquis,date_hors_circu,ref,cote,resume,tags
"MANDRAKE : T 01 LE GOUFFRE DE L'ATLANTIDE","","DAVIS","1000000000306","GLENAT","Fantastique",,,100030,,,
"MANDRAKE : T 02 LE MONDE FANTASTIQUE","","DAVIS","1000000000313","GLENAT","Fantastique",,,100031,,,
"MANDRAKE : T 03 LA CITE DE CRISTAL","","DAVIS","1000000000320","GLENAT","Fantastique",,,100032,,,
"LEGENDE ET VERITE DE CASQUE D'OR","","","1000000000337","GLENAT","Aventure",,,100033,,,
"ENCYCLOPEDIE DE MASSE : T 01","","","1000000000344","","Bibliographie",,,100034,,,
"FRANK MARGERIN PRESENTE","","MARGERIN","1000000000351","HUMANOIDES","Humour",,,100035,,,
"ADA DANS LA JUNGLE","","ALTAN","1000000000368","CASTERMAN","Aventure",,,100036,,,
"NOUVELLES HISTOIRES","","","1000000000405","DARGAUD","Humour",,,100040,,,
"TENDRE VIOLETTE : N 01","","DEWAMME","1000000000429","CASTERMAN","Fantastique",,,100042,,,
"SILENCE","","COMES","1000000000436","CASTERMAN","Fantastique",,,100043,,,
"SI CA SONNE, CA SAIGNE","","VIOLEFF","1000000000443","BEDERAMA","Aventure",,,100044,,,
"ADELE BLANC-SEC : T 04 MOMIES EN FOLIE","TARDI","TARDI","1000000000450","CASTERMAN","Fantastique",,,100045,,,
"ADELE BLANC-SEC : T 05 SECRET DE LA SALAMANDRE","TARDI","TARDI","1000000000467","CASTERMAN","Fantastique",,,100046,,,
"LA LEGENDE DU CHEVALIER CARGAL : T 01 LA TOMBE DU BORGNE","FORMOSA","PECQUEUR","1000000000474","DARGAUD","Fantastique",,,100047,,,
"LES AVENTURES DE FADELLE ET VIOLETTA","","PICHARD","1000000000481","GLENAT","Divers",,,100048,,,
"TRANCHE DE BRIE","","MARGERIN","1000000000498","HUMANOIDES","Humour",,,100049,,,
"JEHANNE AU PIED DU MUR","","F'MURR","1000000000504","CASTERMAN","Humour",,,100050,,,
"SCENES DE LA VIE DE BANLIEUE","","","1000000000511","DARGAUD","Fantastique",,,100051,,,
"J. DIFOOL L'INCAL : T 01 L'INCAL NOIR","","JODOROWSKY","1000000000535","HUMANOIDES","Fantastique",,,100053,,,
"L'ILLIADE","","STOQUART","1000000000542","GLENAT","Aventure",,,100054,,,
"CAMP DE REFORME B","","BUCQUOY","1000000000559","DELIGNE","Fantastique",,,100055,,,
"HISTOIRES IMMOBILES ET RECITS INACHEVES","","","1000000000566","DARGAUD","Humour",,,100056,,,
"LEONARD : T 07 Y' A -T- IL UN GENIR DANS LA SALLE","","DE GROOT","1000000000573","DARGAUD","Humour",,,100057,,,
"MON CORPS EST A ELLE","","","1000000000580","DARGAUD","Humour",,,100058,,,
"C'EST DUR D'ETRE PATRON","","","1000000000597","DARGAUD","Humour",,,100059,,,
"KEBRA CHOPE LES BOULES","TRAMBER","JANO","1000000000603","HUMANOIDES","Humour",,,100060,,,
"L'ENFANCE D'IZNOGOUD","","GOSCINNY","1000000000610","GLENAT","Humour",,,100061,,,
"RICKY BANLIEUE","","MARGERIN","1000000000627","HUMANOIDES","Humour",,,100062,,,
"BANANES METALLIQUES","","MARGERIN","1000000000634","HUMANOIDES","Humour",,,100063,,,
"SIMON DU FLEUVE : T 02 LES ESCLAVES","RIONDET","RIONDET","1000000000641","LOMBARD","Fantastique",,,100064,,,
"SIMON DU FLEUVE : T 03 MAILIS","RIONDET","RIONDET","1000000000658","LOMBARD","Fantastique",,,100065,,,
"SIMON DU FLEUVE : T 01 LE CLAN DES CENTAURES","RIONDET","RIONDET","1000000000665","LOMBARD","Fantastique",,,100066,,,
"LES SEXTIES","","LAUZIER","1000000000672","GLENAT","Humour",,,100067,,,
"CARTLAND : T 06 LES DOIGTS DU CHAOS","HARLE","BLANC-DUMONT","1000000000689","DARGAUD","Aventure",,,100068,,,
"FORT WHEELING","","PRATT","1000000000696","CASTERMAN","Aventure",,,100069,,,
"CORTO MALTESE : LES ETHIOPIQUES","","PRATT","1000000000702","CASTERMAN","Aventure",,,100070,,,
"QUATRE DOIGTS - L'HOMME DE PAPIER","","MANARA","1000000000719","DARGAUD","Aventure",,,100071,,,
"30 ANS DE BANDES DESSINEES","","","1000000000740","LITTAYE","Bibliographie",,,100074,,,
"L'ANNEE DE LA BANDE DESSINEE : 81-82","","","1000000000757","TEMPS FUTURS","Bibliographie",,,100075,,,
"MATCHO GIRL","","","1000000000764","DERN. TERR.VAGU","Fantastique",,,100076,,,
"TOI UN ROBOT","","","1000000000771","CAPA","Fantastique",,,100077,,,
"JOSSOT LIMAGE","","","1000000000788","VENT DU CH'MIN","Bibliographie",,,100078,,,
"CHRONIQUES TERRIENNES","","HOEBKE","1000000000795","LIB. PARALLELES","Fantastique",,,100079,,,
"ALTERNATIVE","MAKHNOVTCHINA","HOMBOURGER","1000000000801","DRAPEAU NOIR","Aventure",,,100080,,,
"LA ZONE","","ROUZAUD","1000000000818","TERRAIN VAGUE","Divers",,,100081,,,
"SHOW","","","1000000000825","DERNIER TERRAIN VAGUE","Fantastique",,,100082,,,
"REGARDS SUR LA BANDE DESSINEE","","DONNADIEU","1000000000832","EDUCATION 2000","Bibliographie",,,100083,,,
"BD NOIRE : LA NUIT DES EXTERMINATEURS","FERRER","BOIX","1000000000849","GLENAT","Policier",,,100084,,,
"LES DIRIGEABLES DE L'AMAZONE : T 01","","DURAND","1000000000856","GLENAT","Fantastique",,,100085,,,
"RADIO LUCIEN","","MARGERIN","1000000000863","HUMANOIDES","Humour",,,100086,,,
"OPUS 2","","MORDILLO","1000000000870","GLENAT","Humour",,,100087,,,
"LA VIE AU GRAND AIR","","","1000000000894","ALBIN MICHEL","Humour",,,100089,,,
"HISTOIRE DE LA MUSIQUE : T 02","LEMERY - SADLER","DEYRIES","1000000000900","VAN DE VELDE","Divers",,,100090,,,
"HISTOIRE DE LA MUSIQUE : T 03","LEMERY - SADLER","DEYRIES","1000000000917","VAN DE VELDE","Divers",,,100091,,,
"RHA GNAGNA : T 02","","GOTLIB","1000000000924","FLUIDE GLACIAL","Humour",,,100092,,,
"MANDRAKE : T 04 L'ILE DE LA PEUR","","DAVIS","1000000000931","GLENAT","Fantastique",,,100093,,,
"GASTON LAGAFFE : T 13 LAGAFFE MERITE DES BAFFES","","FRANQUIN","1000000000948","DUPUIS","Humour",,,100094,,,
"RHAA LOVELY : T 01","","GOTLIB","1000000000955","FLUIDE GLACIAL","Humour",,,100095,,,
"LES SCORPIONS DU DESERT : UN FORTIN EN DANCALIE","PRATT","PRATT","1000000000962","CASTERMAN","Aventure",,,100096,,,
"LE MAITRE DES TENEBRES","","","1000000000979","CASTERMAN","Fantastique",,,100097,,,
"HP","","","1000000000986","HUMANOIDES","Fantastique",,,100098,,,
"OPUS 1","","MORDILLO","1000000000993","GLENAT","Humour",,,100099,,,
"BLUEBERRY : LA JEUNESSE DE BLUEBERRY : T 01 LA JEUNESSE DE BLUEBERRY","CHARLIER","GIRAUD","1000000001013","DARGAUD","Aventure",,,100101,,,
"LA VILLE QUI N'EXISTAIT PAS","","CHRISTIN","1000000001020","DARGAUD","Fantastique",,,100102,,,
"LA TCHALETTE","","","1000000001037","LOMBARD","Aventure",,,100103,,,
"LE GENERAL SATAN","GREG","HERMANN","1000000001044","DARGAUD","Aventure",,,100104,,,
"BD NOIRE : MORT CINDER : T 01","","BRECCIA","1000000001051","GLENAT","Policier",,,100105,,,
"A LA FIN DE L'ENVOI","","","1000000001068","ICARE","Fantastique",,,100106,,,
"RIP KIRBY : T 05 L'ETE DU MENSONGE","","RAYMOND","1000000001075","GLENAT","Policier",,,100107,,,
"JAUNES : T 01 AUX LIMITES DU REEL","","BUCQUOY","1000000001082","GLENAT","Fantastique",,,100108,,,
"GASTON LAGAFFE : R 04 EN DIRECT DE LAGAFFE","","FRANQUIN","1000000001099","DUPUIS","Humour",,"2012-04-27T00:00:00.000Z",100109,,,
"CORTO MALTESE : EN SIBERIE","","PRATT","1000000001105","CASTERMAN","Aventure",,,100110,,,
"BROUILLARD AU PONT DE TOLBIAC","MALET","TARDI","1000000001112","CASTERMAN","Aventure",,,100111,,,
"LES NAUFRAGES","CAUVIN","BRETECHER","1000000001129","GLENAT","Humour",,,100112,,,
"CURRICULUM B D","","","1000000001136","HUMANOIDES","Fantastique",,,100113,,,
"BRUNELLE ET COLIN : T 01 LE VOL NOIR","","GENIN","1000000001143","GLENAT","Aventure",,,100114,,,
"BLAKE ET MORTIMER : LE SECRET DE L'ESPADON T 01","","JACOBS","1000000001150","LOMBARD","Aventure",,,100115,,,
"VALERIAN : N 09 METRO CHATELET, DIRECTION CASSIOPEE","CHRISTIN","CHRISTIN","1000000001167","DARGAUD","Fantastique",,,100116,,,
"RUBRIQUE A BRAC T 02","","GOTLIB","1000000001174","DARGAUD","Humour",,,100117,,,
"ACHILLE TALON : L'ABC DE LA BD","","","1000000001181","DARGAUD","Humour",,,100118,,,
"VALERIAN : N 05 LES OISEAUX DU MAITRE","","CHRISTIN","1000000001198","DARGAUD","Fantastique",,,100119,,,
"RUBRIQUE A BRAC T 03","","GOTLIB","1000000001204","DARGAUD","Humour",,,100120,,,
"RUBRIQUE A BRAC T 01","","GOTLIB","1000000001211","DARGAUD","Humour",,,100121,,,
"PHILEMON ET LE NAUFRAGE DU A","","","1000000001228","DARGAUD","Humour",,,100122,,,
"UN BAIL AVEC DIEU","","","1000000001235","HUMANOIDES","Aventure",,,100123,,,
"LES FRUSTRES : T 04","BRETECHER","BRETECHER","1000000001242","BRETECHER","Humour",,"2012-04-27T00:00:00.000Z",100124,,,
"BLUEBERRY : LA JEUNESSE DE BLUEBERRY : T 03 CAVALIER BLEU","CHARLIER","GIRAUD","1000000001259","DARGAUD","Aventure",,,100125,,,
"LES ERRANCES DE JULIUS ANTOINE : T 02 LA MAISON","LE TENDRE","ROSSI","1000000001273","ALBIN MICHEL","Aventure",,,100127,,,
"CORTO MALTESE : FABLE DE VENISE","","PRATT","1000000001280","CASTERMAN","Aventure",,,100128,,,
"INCROYABLE SNOOPY","","","1000000001297","DARGAUD","Humour",,"2012-04-27T00:00:00.000Z",100129,,,
"ANN DE LA JUNGLE","","PRATT","1000000001303","CASTERMAN","Aventure",,,100130,,,
"LES AVENTURES D'AL CRANE : T 02 LE RETOUR D'AL CRANE","LAUZIER","ALEXIS","1000000001310","DARGAUD","Aventure",,,100131,,,
"LES AVENTURES D'AL CRANE : T 01","LAUZIER","ALEXIS","1000000001327","DARGAUD","Aventure",,,100132,,,
"LES SCHTROUMPFS : T 10 LA SOUPE AUX SCHTROUMPFS","PEYO","PEYO","1000000001334","DUPUIS","Enfants",,,100133,,,
"L'AVENTURE D'UNE BD","","PERNIN","1000000001341","LOMBARD","Bibliographie",,,100134,,,
"LES PIONNIERS DU NOUVEAU MONDE : T 01 LE PILORI","CHARLES","ERSEL","1000000001358","GLENAT","Aventure",,,100135,,,
"1996","","","1000000001365","HUMANOIDES","Fantastique",,,100136,,,
"LE ZONARD DES ETOILES","TRAMBER","JANO","1000000001372","HUMANOIDES","Humour",,,100137,,,
"L'ILE AU TRESOR","","STEVENSON","1000000001389","HUMANOIDES","Aventure",,,100138,,,
"SOLITUDES","","","1000000001396","CYGNE","Fantastique",,,100139,,,
"LES LOUPS","","","1000000001402","CYGNE","Fantastique",,,100140,,,
"L'INSUBMERSIBLE ACHILLE TALON","","","1000000001419","DARGAUD","Humour",,,100141,,,
"IRIACYNTHE","","","1000000001426","BEDESCOPE","Fantastique",,,100142,,,
"LE GENIE DES ALPAGES : T 03 BARRE-TOI DE MON HERBE","","","1000000001433","DARGAUD","Humour",,,100143,,,
"LE GENIE DES ALPAGES : T 01","","","1000000001440","DARGAUD","Humour",,,100144,,,
"LA PYRAMIDE OUBLIEE","","","1000000001457","GLENAT","Fantastique",,,100145,,,
"LUCKY LUKE SPECIAL","","GOSCINNY","1000000001471","DUPUIS","Humour",,,100147,,,
"YOKO TSUNO : N 12 LA PROIE POUR L'OMBRE","","","1000000001488","DUPUIS","Fantastique",,,100148,,,
"BOULE ET BILL : T 17","","","1000000001495","DUPUIS","Enfants",,,100149,,,
"RETOUR AU PAYS NOIR","","BUCQUOY","1000000001525","DELIGNE","Fantastique",,,100152,,,
"SIMON DU FLEUVE : T 05 CITE N W","RIONDET","RIONDET","1000000001532","LOMBARD","Fantastique",,,100153,,,
"SIMON DU FLEUVE : T 04 LES PELERINS","RIONDET","RIONDET","1000000001549","LOMBARD","Fantastique",,,100154,,,
"OPUS 3","","MORDILLO","1000000001556","GLENAT","Humour",,,100155,,,
"CHARITAS : T 01","","GAUDO","1000000001563","GLENAT","Aventure",,,100156,,,
"CANARDO : T 02 LA MARQUE DE RASPOUTINE","","SOKAL","1000000001570","CASTERMAN","Humour",,,100157,,,
"BERNARD LERMITE : PLUS LOURD QUE L'AIR","","COUTURIER","1000000001587","ALBIN MICHEL","Humour",,,100158,,,
"LE DOSSIER HARDING","RIVIERE","FLOCH","1000000001594","DARGAUD","Aventure",,,100159,,,
"ALIX L'INTREPIDE","","MARTIN","1000000001600","CASTERMAN","Aventure",,,100160,,,
"L'HOMME DE HARLEM","GUIDO","CREPAX","1000000001617","DARGAUD","Aventure",,,100161,,,
"PEMBERTON C'EST RIEN QU'UN MENTEUR","","","1000000001624","DARGAUD","Humour",,,100162,,,
"JONATHAN : T 08 LE PRIVILEGE DU SERPENT","","","1000000001631","LOMBARD","Aventure",,,100163,,,
"TRANCHES DE VIE : T 04","","","1000000001648","DARGAUD","Humour",,,100164,,,
"L'ANNEAU DU NIBELUNG : T 01 L'OR DU RHIN","","WAGNER - SADOUL","1000000001655","DARGAUD","Fantastique",,,100165,,,
"PAULETTE","","PICHARD","1000000001662","DARGAUD","Erotique",,,100166,,,
"TU N'ES PAS LE BON DIEU PETIT CHINOIS","VIDAL","PARRAS","1000000001679","DARGAUD","Aventure",,,100167,,,
"MARTIN MILAN : IL S'APPELAIT JEROME","","","1000000001686","LOMBARD","Fantastique",,,100168,,,
"BLUEBERRY : T 18 NEZ CASSE","CHARLIER","GIRAUD","1000000001693","DARGAUD","Aventure",,,100169,,,
"LA MACUMBA DU GRINGO","","PRATT","1000000001709","DARGAUD","Aventure",,,100170,,,
"LE GENIE DES ALPAGES : T 04 UN GRAND SILENCE FRISE","","","1000000001716","DARGAUD","Humour",,,100171,,,
"VOTEZ MERE DENIS","","","1000000001723","ALBIN MICHEL","Humour",,,100172,,,
"MORDILLO FOOTBALL","","MORDILLO","1000000001730","GLENAT","Humour",,,100173,,,
"RIP KIRBY : N 07 LA VALISE AUX DOLLARS","","RAYMOND","1000000001747","GLENAT","Policier",,,100174,,,
"ALIX : LE SPHINX D'OR","","MARTIN","1000000001754","CASTERMAN","Aventure",,,100175,,,
"LES CAPAHUCHOS : T 01 LE SERMENT","","","1000000001761","GLENAT","Aventure",,,100176,,,
"MAFALDA : T 01","","QUINO","1000000001778","GLENAT","Humour",,,100177,,,
"CHEMINOT","JUILLARD","ROLAND","1000000001785","TEMPS ACTUELS","Divers",,,100178,,,
"BARATINE ET MOLGAGA","","","1000000001792","GLENAT","Humour",,,100179,,,
"LE GENIE DES ALPAGES : T 02 COMME DES BETES","","","1000000001808","DARGAUD","Humour",,,100180,,,
"VIVE LES FEMMES","","","1000000001815","ALBIN MICHEL","Humour",,,100181,,,
"AH ! LA CRISE","","","1000000001822","ALBIN MICHEL","Humour",,,100182,,,
"CORI LE MOUSSAILLON : CAP SUR L'OR","","DE MOOR","1000000001839","CASTERMAN","Aventure",,,100183,,,
"DANS LES VILLAGES : N 02 L'ANTI-JOLE","","","1000000001846","DARGAUD","Fantastique",,,100184,,,
"VALERIAN : N 10 BROOKLIN STATION, TERMINUS COSMOS","","CHRISTIN","1000000001853","DARGAUD","Fantastique",,,100185,,,
"VALERIAN : N 08 LES HEROS DE L'EQUINOXE","","CHRISTIN","1000000001860","DARGAUD","Fantastique",,,100186,,,
"LE CONCOMBRE MASQUE : COMMENT DEVENIR MAITRE DU MONDE","","","1000000001877","DARGAUD","Humour",,,100187,,,
"GASTON LAGAFFE : T 14 LA SAGA DES GAFFES","","FRANQUIN","1000000001884","DUPUIS","Humour",,,100188,,,
"LA FOIRE AUX IMMORTELS","","BILAL","1000000001891","DARGAUD","Fantastique",,,100189,,,
"RIP KIRBY : N 04 LE REVEIL DU CORMORAN","","RAYMOND","1000000001914","GLENAT","Policier",,,100191,,,
"LE GENIE DES ALPAGES : T 06 HI-YO, C'EST L'ECHO","","","1000000001921","DARGAUD","Humour",,,100192,,,
"AU SECOURS","","PUIG - ROSADO","1000000001938","CALMAN-LEVY","Humour",,,100193,,,
"PACUSH BLUES : T 01 PREMIERES MESURES","PTILUC","PTILUC","1000000001945","VENTS D'OUEST","Humour",,,100194,,,
"LES OMBRES DE NULLE PART","","","1000000001952","GLENAT","Fantastique",,,100195,,,
"LA NUIT DE L'HORUS ROUGE","","","1000000001969","GLENAT","Fantastique",,,100196,,,
"EVERGREEN","","","1000000001976","OKAPI","Fantastique",,,100197,,,
"IBERLAND : T 01 LE ROYAUME DU SOLEIL","","DE ANGELIS","1000000001983","GLENAT","Aventure",,,100198,,,
"L'INDIEN FRANCAIS : T 01","","DURAND","1000000001990","GLENAT","Aventure",,,100199,,,
"L'INDIEN FRANCAIS : T 02 LA LUNE ENTERREE","","DURAND","1000000002003","GLENAT","Aventure",,,100200,,,
"MATRICULE 45000","","VERONIK","1000000002010","GLENAT","Fantastique",,,100201,,,
"BD NOIRE : ORAGE SUR VALDOR","ROLLIN","BOIX","1000000002027","GLENAT","Policier",,,100202,,,
"POUSSIERE D'ETOILES","","STEINER","1000000002034","GLENAT","Fantastique",,,100203,,,
"LA ROUTE DES GOELANDS : LE REVE DE L'ALLIGATOR","","SYLLI","1000000002072","GLENAT","Aventure",,,100207,,,
"SON ALTESSE RARISSIME","","KRIEF","1000000002089","KRIEF","Erotique",,,100208,,,
"RIP KIRBY : N 03 LES DEUX MERES","","RAYMOND","1000000002102","GLENAT","Policier",,,100210,,,
"RIP KIRBY : N 06 LA DISPARITION DE MELODY LANE","","RAYMOND","1000000002119","GLENAT","Policier",,,100211,,,
"MODESTY BLAISE : T 01 LE PROJET GABRIEL","","HOLDAWAY","1000000002126","GLENAT","Policier",,,100212,,,
"PONCHO LIBERTAS","","MARIJAC","1000000002133","GLENAT","Aventure",,,100213,,,
"L'EMPIRE DE TRIGAN : T 01 COMBAT POUR L'EMPIRE","BUTTERWORTH","BUTTERWORTH","1000000002140","GLENAT","Fantastique",,,100214,,,
"YANN LE MIGRATEUR : T 02 LA CITE DES SEPT SAGES","","GENIN","1000000002157","GLENAT","Fantastique",,,100215,,,
"YANN LE MIGRATEUR : T 01 LA PLANETE AUX ILLUSIONS","","GENIN","1000000002164","GLENAT","Fantastique",,,100216,,,
"BD NOIRE : LES ENQUETES DE SAM PEZZO : T 01","","GIARDINO","1000000002171","GLENAT","Policier",,,100217,,,
"BD NOIRE : MORT CINDER : T 02","OESTERHELD","BRECCIA","1000000002188","GLENAT","Policier",,,100218,,,
"BD NOIRE : LA MORT QUI RODE","","BIARD","1000000002195","GLENAT","Policier",,,100219,,,
"BRUNELLE ET COLIN : T 02 YGLINGA","","GENIN AVEC BOURGEON","1000000002201","GLENAT","Aventure",,,100220,,,
"CHRONIQUES PROVINCIALES : N 03 DAKOTA 358","","DUVEAUX","1000000002218","GLENAT","Policier",,,100221,,,
"JONATHAN : T 07 KATE","","","1000000002225","LOMBARD","Aventure",,,100222,,,
"BIEN CHEZ SOI","","","1000000002232","GLENAT","Humour",,,100223,,,
"MON BEAUF","","CABU","1000000002249","SQUARE","Humour",,,100224,,,
"SPIROU ET FANTASIO : T 27 L'ANKOU","","","1000000002256","DUPUIS","Humour",,,100225,,,
"BASTOS ET ZAKOWSKY : T 01 RENDEZ-VOUS A KOBS","","CORTEGGIANI","1000000002263","GLENAT","Aventure",,,100226,,,
"Z. CRAIGNOS : LA FIN DES BRANCHES","","ROUZAUD","1000000002270","HUMANOIDES","Humour",,,100227,,,
"LA BELETTE","","COMES","1000000002287","CASTERMAN","Fantastique",,,100228,,,
"BUSCHIDO","","PAUCARD","1000000002294","GLENAT","Fantastique",,,100229,,,
"JONATHAN : T 06 DOUNIACHA, IL Y A LONGTEMPS","","","1000000002300","LOMBARD","Aventure",,,100230,,,
"CLIFTON SPECIAL : T 01 LES ENQUETES DU COLONEL CLIFTON","","","1000000002317","LOMBARD","Aventure",,,100231,,,
"LES CATHARES","","JUILLARD","1000000002324","MAGNARD","Aventure",,,100232,,,
"BLUEBERRY : T 20 LA TRIBU FANTOME","","CHARLIER","1000000002331","HACHETTE","Aventure",,,100233,,,
"ADRENALINE","","","1000000002348","HUMANOIDES","Fantastique",,,100234,,,
"CANARDO : T 03 LA MORT DOUCE","","SOKAL","1000000002355","CASTERMAN","Humour",,,100235,,,
"STEPHANE : T 04 LES ROUTES DE BHARATA","","CEPPI","1000000002362","CASTERMAN","Aventure",,,100236,,,
"LE RESEAU MADOU","RIVIERE","GOFFIN","1000000002379","CASTERMAN","Aventure",,,100237,,,
"ADIEU BRINDAVOINE / LA FLEUR AU FUSIL","TARDI","TARDI","1000000002386","CASTERMAN","Fantastique",,,100238,,,
"HP ET GUISEPPE BERGMAN","","MANARA","1000000002409","CASTERMAN","Aventure",,,100240,,,
"LEFRANC : LA GRANDE MENACE","","MARTIN","1000000002416","CASTERMAN","Aventure",,,100241,,,
"FELINA : T 02 LES MYSTERES DE BARCELONE","MORA","GOETZINGER","1000000002423","DARGAUD","Aventure",,,100242,,,
"LE CONCOMBRE MASQUE : T 06 A LA POURSUITE DU BROUTCHLAG MORDORE","","","1000000002430","DARGAUD","Humour",,,100243,,,
"BLUEBERRY : LA JEUNESSE DE BLUEBERRY : T 02 UN YANKEE NOMME BLUEBERRY","CHARLIER","GIRAUD","1000000002447","DARGAUD","Aventure",,,100244,,,
"JONATHAN CARTLAND : T 04 LE TRESOR DE LA FEMME ARAIGNEE","HARLE","BLANC-DUMONT","1000000002454","DARGAUD","Aventure",,,100245,,,
"MEMOIRE D'OUTRE ESPACE","","","1000000002461","DARGAUD","Fantastique",,,100246,,,
"LES NAUFRAGES D'ARROYAKA","","GREG","1000000002478","DARGAUD","Fantastique",,,100247,,,
"ANTHOLOGIE : LES MAUVAIS REVES","","CHRISTIN","1000000002485","DARGAUD","Fantastique",,,100248,,,
"KELLY GREEN : 1, 2, 3 MOURREZ","STARR","DRAKE","1000000002492","DARGAUD","Aventure",,,100249,,,
"VALERIAN : N 04 BIENVENUE SUR ALFLOLOL","","CHRISTIN","1000000002508","DARGAUD","Fantastique",,,100250,,,
"VALERIAN : N 07 SUR LES TERRES TRUQUEES","","CHRISTIN","1000000002515","DARGAUD","Fantastique",,,100251,,,
"CARTLAND : T 01 JONATHAN CARTLAND","HARLE","BLANC-DUMONT","1000000002522","DARGAUD","Aventure",,,100252,,,
"LUCKY LUKE : SARAH BERNHARDT","","","1000000002539","DARGAUD","Humour",,,100253,,,
"PEANUTS : IMBATTABLE SNOOPY","","","1000000002546","DARGAUD","Humour",,,100254,,,
"ROBIN DUBOIS : PLUS ON EST DE FOUS","","DE GROOT","1000000002553","DARGAUD","Humour",,,100255,,,
"LEONARD : T 10 LA GUERRE DES GENIES","","DE GROOT","1000000002560","DARGAUD","Humour",,,100256,,,
"TIME IS MONEY","","ALEXIS","1000000002577","DARGAUD","Fantastique",,,100257,,,
"ALIX : LA GRIFFE NOIRE","","MARTIN","1000000002584","CASTERMAN","Aventure",,,100258,,,
"STEVE SEVERIN : T 01 LE GRAND DEPART","","DELPORTE","1000000002591","GLENAT","Aventure",,,100259,,,
"BLAKE ET MORTIMER : LE SECRET DE L'ESPADON T 02","","JACOBS","1000000002607","LOMBARD","Aventure",,,100260,,,
"CHARITAS : T 02 LES NOCES SANGLANTES","","GAUDO","1000000002614","GLENAT","Aventure",,,100261,,,
"LES 7 VIES DE L'EPERVIER : T 01 LA BLANCHE MORTE","","COTHIAS","1000000002621","GLENAT","Aventure",,,100262,,,
"BALADE AU BOUT DU MONDE : T 01 LA PRISON","MAKYO","HERENGUEL","1000000002638","GLENAT","Fantastique",,,100263,,,
"CANARDO : T 01 LE CHIEN DEBOUT","","SOKAL","1000000002645","CASTERMAN","Humour",,,100264,,,
"LES CHEMINS DE MALEFOSSE : T 01 LE DIABLE NOIR","","BARDET","1000000002652","GLENAT","Aventure",,,100265,,,
"CHRONIQUES PROVINCIALES : N 02 FAUX MOUVEMENT","","DUVEAUX","1000000002669","GLENAT","Policier",,,100266,,,
"LUCKY LUKE : T 13 LE JUGE","","","1000000002676","DARGAUD = DUPUIS","Humour",,,100267,,,
"BD NOIRE : L'ASILE AUX SORTILEGES","","GARCIA","1000000002683","GLENAT","Policier",,,100268,,,
"MAFALDA : T 04 LA BANDE A MALFADA","","QUINO","1000000002690","GLENAT","Humour",,,100269,,,
"CORTO MALTESE : LES CELTIQUES","","PRATT","1000000002706","CASTERMAN","Aventure",,,100270,,,
"CARGO : T 01 L'ECUME DE SURABAYA","","","1000000002713","GLENAT","Aventure",,,100271,,,
"LES AVENTURES DE MAX FRIDMAN : T01 RHAPSODIE HONGROISE","","GIARDINO","1000000002720","GLENAT","Policier",,,100272,,,
"PROFESSEUR LA PALME : LA GRENADE OXY","","","1000000002737","GLENAT","Aventure",,,100273,,,
"LA LANTERNE MAGIQUE","","","1000000002744","GLENAT","Erotique",,,100274,,,
"J. DIFOOL L'INCAL : T 02 L'INCAL LUMIERE","","JODOROWSKY","1000000002751","HUMANOIDES","Fantastique",,,100275,,,
"JO ET ZETTE : LE RAYON DU MYSTERE T 02","","HERGE","1000000002768","CASTERMAN","Aventure",,,100276,,,
"JO ET ZETTE : LE RAYON DU MYSTERE T 01","","HERGE","1000000002775","CASTERMAN","Aventure",,,100277,,,
"YANN LE MIGRATEUR : T 03 LE REFUS DES ETOILES","","GENIN","1000000002782","GLENAT","Fantastique",,,100278,,,
"LOUIS LA GUIGNE : T 01","GIROUD","DETHOREY","1000000002799","GLENAT","Policier",,,100279,,,
"A LA RECHERCHE DE SIR MALCOLM","RIVIERE","FLOCH","1000000002805","DARGAUD","Aventure",,,100280,,,
"CORTO MALTESE : LA JEUNESSE 1904-1905","","PRATT","1000000002812","CASTERMAN","Aventure",,,100281,,,
"ARRIERE-PAYS","","FERRANDEZ","1000000002829","CASTERMAN","Divers",,,100282,,,
"L'INDIEN FRANCAIS : T 03 LE SCALP ET LA PEAU","","DURAND","1000000002836","GLENAT","Aventure",,,100283,,,
"LE PARI","","TRIPP","1000000002843","FUTUROPOLIS","Aventure",,,100284,,,
"DANS LES VILLAGES : N 01 LA JOLE","","","1000000002850","DARGAUD","Fantastique",,,100285,,,
"LE CONCOMBRE MASQUE : LE GRAND PATATOSEUR","","","1000000002867","DARGAUD","Humour",,,100286,,,
"IDEES NOIRES","","FRANQUIN","1000000002874","FLUIDE GLACIAL","Humour",,,100287,,,
"VALERIAN : N 11 LES SPECTRES D'INVERLOCH","","CHRISTIN","1000000002881","DARGAUD","Fantastique",,,100288,,,
"BD NOIRE : MORT CINDER : T 03","OESTERHELD","BRECCIA","1000000002898","GLENAT","Policier",,,100289,,,
"LE MEDIUM","","","1000000002911","ERASME","Fantastique",,,100291,,,
"RAMIRO : T 07 ILS ETAIENT CINQ","","VANCE","1000000002928","DARGAUD","Aventure",,,100292,,,
"CORTO MALTESE : SOUS LE SIGNE DU CAPRICORNE","","PRATT","1000000002942","CASTERMAN","Aventure",,,100294,,,
"ALIX : L'EMPEREUR DE CHINE","","MARTIN","1000000002959","CASTERMAN","Aventure",,,100295,,,
