title,auteur,code_barre,dewey,date_acquis,date_hors_circu,ref,cote,resume,tags
"ENCYCLOPEDIE CAPRICIEUSE DU TOUT ET DU RIEN","DANTZIG CHARLES","2000000044392","Romans français","2009-04-18T00:00:00.000Z",,204439,"NULL",,
"LA PLUIE AVANT QU'ELLE NE TOMBE","COE JONATHAN","2000000044408","Romans anglais","2009-04-18T00:00:00.000Z",,204440,"NULL",,
"LA MAISON DES LUMIERES","VAN CAUWELAERT DIDIER","2000000044415","Romans français","2009-04-18T00:00:00.000Z",,204441,"NULL",,
"LES GENS","LABRO PHILIPPE","2000000044422","Romans français","2009-04-18T00:00:00.000Z",,204442,"NULL",,
"DIS OUI NINON","LETHIELLEUX MAUD","2000000044439","Romans français","2009-04-18T00:00:00.000Z",,204443,"NULL",,
"LE CERCLE LITTERAIRE DES AMATEURS D'EPLUCHURES DE PATATES","SHAFFER M.A., BARROWS A.","2000000044446","Romans anglais","2009-06-29T00:00:00.000Z",,204444,"NULL",,
"CHER AMOUR","GIRAUDEAU BERNARD","2000000044453","Romans français","2009-06-29T00:00:00.000Z",,204445,"NULL",,
"MANGEZ-LE SI VOUS VOULEZ","TEULE JEAN","2000000044460","Romans français","2009-06-29T00:00:00.000Z",,204446,"NULL",,
"QUITTER LE MONDE","KENNEDY DOUGLAS","2000000044477","Romans anglais","2009-06-29T00:00:00.000Z",,204447,"NULL",,
"LE PREMIER JOUR","LEVY MARC","2000000044484","Romans français","2009-06-29T00:00:00.000Z",,204448,"NULL",,
"LA COUTURIERE","PEEBLES FRANCES DE PONTES","2000000044491","Romans anglais","2009-06-29T00:00:00.000Z",,204449,"NULL",,
"NULL","NULL","2000000044507","Romans français","2009-06-29T00:00:00.000Z",,204450,"NULL",,
"FUGITIVES","MUNRO ALICE","2000000044514","Romans anglais","2009-06-29T00:00:00.000Z",,204451,"NULL",,
"LA TRAHISON DE THOMAS SPENCER","BESSON PHILIPPE","2000000044521","Romans français","2009-06-29T00:00:00.000Z",,204452,"NULL",,
"PLAGE DE MANACCORA , 16H30","JAENADA PHILIPPE","2000000044538","Romans français","2009-06-29T00:00:00.000Z",,204453,"NULL",,
"LE SUMO QUI NE POUVAIT PAS GROSSIR","SCHMITT ERIC EMMANUEL","2000000044545","Romans français","2009-06-29T00:00:00.000Z",,204454,"NULL",,
"SOCRATE, JESUS, BOUDDHA TROIS MAITRES DE VIE","LENOIR FREDERIC","2000000044552","Romans, divers","2009-06-29T00:00:00.000Z",,204455,"NULL",,
"LES DIX FEMMES DE L'INDUSTRIEL RAUNO RAMEKORPI","PAASILINNA ARTO","2000000044569","Romans, divers","2009-06-29T00:00:00.000Z",,204456,"NULL",,
"QUE SERAIS-JE SANS TOI ?","MUSSO GUILLAUME","2000000044576","Romans français","2009-06-29T00:00:00.000Z",,204457,"NULL",,
"FASCINATION (TOME 1)","MEYER STEPHENIE","2000000044583","Science Fiction","2009-06-29T00:00:00.000Z",,204458,"NULL",,
"TENTATION (TOME 2)","MEYER STEPHENIE","2000000044590","Science Fiction","2009-06-29T00:00:00.000Z",,204459,"NULL",,
"HESITATION (TOME  3)","MEYER STEPHENIE","2000000044606","Science Fiction","2009-06-29T00:00:00.000Z",,204460,"NULL",,
"REVELATION (TOME 4)","MEYER STEPHENIE","2000000044613","Science Fiction","2009-06-29T00:00:00.000Z",,204461,"NULL",,
"LE TESTAMENT CACHE (SÉLECTION INTER-CE 2010)","BARRY SEBASTIAN","2000000044620","Romans anglais","2009-11-26T00:00:00.000Z",,204462,"NULL",,
"AVEC TES MAINS (SÉLECTION INTER-CE 2010)","KALOUAZ AHMED","2000000044637","Romans français","2009-11-26T00:00:00.000Z",,204463,"NULL",,
"DES MYRTILLES DANS LA YOURTE (SÉLECTION INTER-CE 2010)","DARS SARAH","2000000044644","Romans français","2009-11-26T00:00:00.000Z",,204464,"NULL",,
"LE CIRQUE CHAVIRÉ (SÉLECTION INTER-CE 2010)","MAGNANI MILENA","2000000044651","Romans italiens","2009-11-26T00:00:00.000Z",,204465,"NULL",,
"L'ORIGINE DE LA VIOLENCE (SÉLECTION INTER-CE 2010)","HUMBERT FABRICE","2000000044668","Romans français","2009-11-26T00:00:00.000Z",,204466,"NULL",,
"LA PARTITA (SÉLECTION INTER-CE 2010)","ONGARO ALBERTO","2000000044675","Romans italiens","2009-11-26T00:00:00.000Z",,204467,"NULL",,
"J'ATTRAPERAI TA MORT (SÉLECTION INTER-CE 2010)","COMMÈRE HERVÉ","2000000044682","Romans français","2009-11-26T00:00:00.000Z",,204468,"NULL",,
"PETITE, ALLUME UN FEU (SÉLECTION INTER-CE 2010)","SMAUS MARTIN","2000000044699","Romans, divers","2009-11-26T00:00:00.000Z",,204469,"NULL",,
"TERRE DES AFFRANCHIS (SÉLECTION INTER-CE 2010)","LAZAR LILIANA","2000000044705","Romans français","2009-11-26T00:00:00.000Z",,204470,"NULL",,
"L'ANNONCE (SÉLECTION INTER-CE 2010)","LAFON MARIE-HÉLÈNE","2000000044712","Romans français","2009-11-26T00:00:00.000Z",,204471,"NULL",,
"UN COEUR INTELLIGENT","FINKIELKRAUT ALAIN","2000000044729","Romans français","2009-11-26T00:00:00.000Z",,204472,"NULL",,
"MAUVAISE FILLE","LEVY JUSTINE","2000000044736","Romans français","2009-11-26T00:00:00.000Z",,204473,"NULL",,
"TOXIQUE","SAGAN FRANCOISE","2000000044743","Romans français","2009-11-26T00:00:00.000Z",,204474,"NULL",,
"TROIS FEMMES PUISSANTES","NDIAYE MARIE","2000000044750","Romans français","2009-11-26T00:00:00.000Z",,204475,"NULL",,
"TOUTES CES CHOSES QUE L'ON NE S'EST PAS DITES","LEVY MARC","2000000044767","Romans français","2009-11-26T00:00:00.000Z",,204476,"NULL",,
"L'ECHAPPEE BELLE","GAVALDA ANNA","2000000044774","Romans français","2009-11-26T00:00:00.000Z",,204477,"NULL",,
"D'AUTRES VIES QUE LA MIENNE","CARRERE EMMANUEL","2000000044781","Romans français","2009-11-26T00:00:00.000Z",,204478,"NULL",,
"LA LEGENDE DE NOS PERES","CHALANDON SORJ","2000000044798","Romans français","2009-11-26T00:00:00.000Z",,204479,"NULL",,
"UN ROMAN FRANCAIS","BEIGBEDER FREDERIC","2000000044804","Romans français","2009-11-26T00:00:00.000Z",,204480,"NULL",,
"LA CUVEE DES DRUIDES","ROUYER NATHALIE","2000000044811","Policier","2009-11-26T00:00:00.000Z",,204481,"NULL",,
"LES HEURES SOUTERRAINES","VIGAN DELPHINE DE","2000000044828","Romans français","2009-11-26T00:00:00.000Z",,204482,"NULL",,
"EXIT LE FANTOME","ROTH PHILIP","2000000044835","Romans anglais","2009-11-26T00:00:00.000Z",,204483,"NULL",,
"LES CHAUSSURES ITALIENNES","MANKELL HENNING","2000000044842","Romans, divers","2009-11-26T00:00:00.000Z",,204484,"NULL",,
"LA FORET DES MANES","GRANGE J.C.","2000000044859","Romans français","2009-11-26T00:00:00.000Z",,204485,"NULL",,
"LA DELICATESSE","FOENKINOS","2000000044866","Romans français","2009-11-26T00:00:00.000Z",,204486,"NULL",,
"LE MIROIR DE CASSANDRE","WERBER BERNARD","2000000044873","Science Fiction","2009-11-26T00:00:00.000Z",,204487,"NULL",,
"LE TAILLEUR DE PIERRE","LACKBERG CAMILLA","2000000044880","Romans, divers","2009-11-26T00:00:00.000Z",,204488,"NULL",,
"UNE MORT ESTHETIQUE","JAMES P.D.","2000000044897","Policier","2009-11-26T00:00:00.000Z",,204489,"NULL",,
"L'ART DU HAIKU : POUR UNE PHILOSOPHIE DE L'INSTANT","BASHO","2000000044903","Romans, divers","2009-11-26T00:00:00.000Z",,204490,"NULL",,
"LE TOUR DU MONDE EN 80 POEMES","LE MEN YVON","2000000044910","Romans, divers","2009-11-26T00:00:00.000Z",,204491,"NULL",,
"HAIKU CET AUTRE MONDE","WRIGHT RICHARD","2000000044927","Romans, divers","2009-11-26T00:00:00.000Z",,204492,"NULL",,
"LE SYMBOLE PERDU","BROWN DAN","2000000044934","Romans anglais","2010-03-30T00:00:00.000Z",,204493,"NULL",,
"SHUTTER ISLAND","LEHANE DENNIS","2000000044941","Romans anglais","2010-03-30T00:00:00.000Z",,204494,"NULL",,
"LE LOUP DE METENDAL","LAPORTE GILLES","2000000044958","Romans français","2010-03-30T00:00:00.000Z",,204495,"NULL",,
"JE NE PORTE PAS MON NOM","GRUE ANNA","2000000044965","Policier","2010-03-30T00:00:00.000Z",,204496,"NULL",,
"LE CHAGRIN","DUROY LIONEL","2000000044972","Romans français","2010-03-30T00:00:00.000Z",,204497,"NULL",,
"DE LA NOTE AU CERVEAU","LEVITIN DANIEL","2000000044989",,"2010-03-30T00:00:00.000Z",,204498,"NULL",,
"L'OMBRE DU VENT","ZAFON CARLOS RUIZ","2000000044996","Romans espagnols","2010-03-30T00:00:00.000Z",,204499,"NULL",,
"L'HOMME QUI M'AIMAIT TOUT BAS","FOTTORINO E.","2000000045009","Romans français","2010-03-30T00:00:00.000Z",,204500,"NULL",,
"TETE DE CHIEN","RAMSLAND MORTEM","2000000045016","Romans français","2010-03-30T00:00:00.000Z",,204501,"NULL",,
"HYPOTHERMIE","INDRIDASON ARNALDUR","2000000045023","Policier","2010-03-30T00:00:00.000Z",,204502,"NULL",,
"LE CONFLIT : LA FEMME ET LA MERE","BADINTER E.","2000000045030",,"2010-03-30T00:00:00.000Z",,204503,"NULL",,
"LA PREMIERE NUIT","LEVY MARC","2000000045047","Romans français","2010-03-30T00:00:00.000Z",,204504,"NULL",,
"CONCERTO A LA MEMOIRE D'UN ANGE","SCHMITT ERIC EMMANUEL","2000000045054","Romans français","2010-03-30T00:00:00.000Z",,204505,"NULL",,
"LE JOURNAL INTIME DE BENJAMIN LORCA","ARNAUD CATHERINE","2000000045061","Romans français","2010-03-30T00:00:00.000Z",,204506,"NULL",,
"LE MEC DE LA TOMBE D'A COTE","MAZETTI KATARINA","2000000045078","Romans, divers","2010-03-30T00:00:00.000Z",,204507,"NULL",,
"ET QUE LE VASTE MONDE POURSUIVE SA COURSE FOLLE","MCCANN COLUM","2000000045085","Romans anglais","2010-03-30T00:00:00.000Z",,204508,"NULL",,
"RU","THUY KIM","2000000045092","Romans français","2010-03-30T00:00:00.000Z",,204509,"NULL",,
"LA DOUBLE VIE D'ANNA SONG","HUY MINH TRAN","2000000045108","Romans français","2010-03-30T00:00:00.000Z",,204510,"NULL",,
"LA TRILOGIE DES NESHOV 2 - LA FERME DES NESHOV","RAGDE ANNE B.","2000000045115","Romans, divers","2010-06-24T00:00:00.000Z",,204511,"NULL",,
"QUESTIONS A MON PERE","FOTTORINO E.","2000000045122","Romans français","2010-06-24T00:00:00.000Z",,204512,"NULL",,
"LA TRILOGIE DES NESHOV 3 - L'HERITAGE IMPOSSIBLE","RAGDE ANNE B.","2000000045139","Romans, divers","2010-06-24T00:00:00.000Z",,204513,"NULL",,
"LA FILLE DE PAPIER","MUSSO GUILLAUME","2000000045146","Romans français","2010-06-24T00:00:00.000Z",,204514,"NULL",,
"L","A","2000000045153","Romans français",,,204515,"NULL",,
"LES ENQUETES D'ENOLA HOLMES - LA DOUBLE DISPARITION","SPRINGER NANCY","2000000045313","Policier","2010-06-25T00:00:00.000Z",,204531,"NULL",,
"NULL","NULL","2000000045160","Policier","2006-06-12T00:00:00.000Z",,204516,"NULL",,
"L'EPOUVANTAIL","CONNELLY M.","2000000045177","Policier","2010-06-24T00:00:00.000Z",,204517,"NULL",,
"LA TRILOGIE DES NESHOV 1 - LA TERRE DES MENSONGES","RAGDE ANNE B.","2000000045184","Romans, divers","2010-06-24T00:00:00.000Z",,204518,"NULL",,
"INFRAROUGE","HUSTON N.","2000000045191","Romans anglais","2010-06-24T00:00:00.000Z",,204519,"NULL",,
"LE JOUR AVANT LE BONHEUR","DE LUCA ERRI","2000000045207","Romans, divers","2010-06-24T00:00:00.000Z",,204520,"NULL",,
"L'OISEAU DE MAUVAIS AUGURE","LACKBERG CAMILLA","2000000045214","Romans, divers","2010-06-24T00:00:00.000Z",,204521,"NULL",,
"TARA DUNCAN - LES SORTCELIERS","AUDOIN-MAMIKONIAN SOPHIE","2000000045221","Romans anglais","2010-06-24T00:00:00.000Z",,204522,"NULL",,
"LES ECUREUILS DE CENTRAL PARK SONT TRISTES LE LUNDI","PANCOL KATHERINE","2000000045238","Romans français","2010-06-24T00:00:00.000Z",,204523,"NULL",,
"SANG CHAUD, NERFS D'ACIER","PAASILINNA ARTO","2000000045245","Romans, divers","2010-06-24T00:00:00.000Z",,204524,"NULL",,
"PRODIGIEUSES CREATURES","CHEVALIER TRACY","2000000045252","Romans anglais","2010-06-24T00:00:00.000Z",,204525,"NULL",,
"VENIR AU MONDE","MAZZANTINI MARGARET","2000000045269","Romans, divers","2010-06-24T00:00:00.000Z",,204526,"NULL",,
"THE CURIOUS INCIDENT","HADDON MARK","2000000045276","Romans anglais","2010-06-24T00:00:00.000Z",,204527,"NULL",,
"L","NULL","2000000045283","Policier","2000-06-24T00:00:00.000Z",,204528,"NULL",,
"CHUTE LIBRE","MUCHAMORE ROBERT","2000000045290","Romans anglais","2010-06-24T00:00:00.000Z",,204529,"NULL",,
"LE QUAI DE OUISTREHAM","AUBENAS FLORENCE","2000000045306",,"2010-06-25T00:00:00.000Z",,204530,"NULL",,
"UNE VALSE À VIENNE","ARNOTHY CHRISTINE","2000000045320","Romans français","2010-11-02T00:00:00.000Z",,204532,"NULL",,
"ELLE S'APPELAIT SARAH","ROSNAY TATIANA (DE)","2000000045337","Romans anglais","2010-11-02T00:00:00.000Z",,204533,"NULL",,
"HISTOIRE D'UN ALLEMAND DE L'EST","LEO MAXIM","2000000045344",,"2010-11-02T00:00:00.000Z",,204534,"NULL",,
"NOS COEURS VAILLANTS","HARANG JEAN-BAPTISTE","2000000045351","Romans français","2010-11-02T00:00:00.000Z",,204535,"NULL",,
"DEMAIN À ROME","FABRE NICOLE","2000000045368","Romans français","2010-11-02T00:00:00.000Z",,204536,"NULL",,
"JEUX DANGEREUX","ABRAMS MELANIE","2000000045375","Romans anglais","2010-11-02T00:00:00.000Z",,204537,"NULL",,
"LE PREDICATEUR","LACKBERG CAMILLA","2000000045382","Policier","2010-11-22T00:00:00.000Z",,204538,"NULL",,
"LES ANONYMES","ELLORY R.J.","2000000045399","Policier","2010-11-22T00:00:00.000Z",,204539,"NULL",,
"LE VOLEUR D'OMBRES","LEVY MARC","2000000045405","Romans français","2010-11-22T00:00:00.000Z",,204540,"NULL",,
"LA CARTE ET LE TERRITOIRE","HOUELLEBECQ M.","2000000045412","Romans français","2010-11-22T00:00:00.000Z",,204541,"NULL",,
"OURAGAN","GAUDE LAURENT","2000000045429","Romans français","2010-11-22T00:00:00.000Z",,204542,"NULL",,
"UNE AFFAIRE CONJUGALE","ABECASSIS ELIETTE","2000000045436","Romans français","2010-11-22T00:00:00.000Z",,204543,"NULL",,
"L'HOMME INQUIET","MANKELL HENNING","2000000045443","Policier","2010-11-22T00:00:00.000Z",,204544,"NULL",,
"DES ECLAIRS","ECHENOZ JEAN","2000000045450","Romans français","2010-11-22T00:00:00.000Z",,204545,"NULL",,
"UNE FORME DE VIE","NOTHOMB AMELIE","2000000045467","Romans français","2010-11-22T00:00:00.000Z",,204546,"NULL",,
"MEME LE SILENCE A UNE FIN","BETANCOURT INGRID","2000000045474",,"2010-11-22T00:00:00.000Z",,204547,"NULL",,
"L'AMOUR EST UNE ILE","GALLAY CLAUDIE","2000000045481","Romans français","2010-11-22T00:00:00.000Z",,204548,"NULL",,
"LE COEUR REGULIER","ADAM OLIVIER","2000000045498","Romans français","2010-11-22T00:00:00.000Z",,204549,"NULL",,
"UNE SI BELLE ECOLE","SIGNOL CHRISTIAN","2000000045504","Romans français","2010-11-22T00:00:00.000Z",,204550,"NULL",,
"L'HYPNOTISEUR","KEPLER LARS","2000000045511","Policier","2010-11-22T00:00:00.000Z",,204551,"NULL",,
"C'EST UNE CHOSE ETRANGE A LA FIN QUE LE MONDE","D'ORMESSON JEAN","2000000045528","Romans français","2010-11-22T00:00:00.000Z",,204552,"NULL",,
"PURGE","OKSANEN SOFI","2000000045535","Romans, divers","2010-11-22T00:00:00.000Z",,204553,"NULL",,
"APOCALYPSE BEBE","DESPENTES VIRGINIE","2000000045542","Romans français","2010-11-22T00:00:00.000Z",,204554,"NULL",,
"AMOURS ET AVENTURES DE SINDBAD LE MARIN","BACHI SALIM","2000000045559","Romans français","2010-11-22T00:00:00.000Z",,204555,"NULL",,
"NAISSANCE D'UN PONT","DE KERANGAL MAYLIS","2000000045566","Romans français","2010-11-22T00:00:00.000Z",,204556,"NULL",,
"LA COMPAGNIE DES FEMMES","SIMON YVES","2000000045573","Romans français","2011-04-13T00:00:00.000Z",,204557,"NULL",,
"ROSE","ROSNAY TATIANA (DE)","2000000045580","Romans français","2011-04-13T00:00:00.000Z",,204558,"NULL",,
"LE CAVEAU DE FAMILLE","MAZETTI KATARINA","2000000045597","Romans français","2011-04-13T00:00:00.000Z",,204559,"NULL",,
"DÔME T.1","KING STEPHEN","2000000045603","Science Fiction","2011-04-13T00:00:00.000Z",,204560,"NULL",,
"UN GARCON SINGULIER","GRIMBERT PHILIPPE","2000000045610","Romans français","2011-04-13T00:00:00.000Z",,204561,"NULL",,
"LA RIVIERE NOIRE","INDRIDASON ARNALDUR","2000000045627","Policier","2011-04-13T00:00:00.000Z",,204562,"NULL",,
"L'ENFANT ALLEMAND","LACKBERG CAMILLA","2000000045634","Policier","2011-04-13T00:00:00.000Z",,204563,"NULL",,
"RETOUR PARMI LES HOMMES","BESSON PHILIPPE","2000000045641","Romans français","2011-04-13T00:00:00.000Z",,204564,"NULL",,
"CHEVALIER DE L'ORDRE DU MERITE","TESTUD SYLVIE","2000000045658","Romans français","2011-04-13T00:00:00.000Z",,204565,"NULL",,
"MARINA","ZAFON CARLOS RUIZ","2000000045665","Romans espagnols","2011-04-13T00:00:00.000Z",,204566,"NULL",,
"DERNIERE NUIT A TWISTED RIVER","IRVING JOHN","2000000045672","Romans anglais","2011-04-13T00:00:00.000Z",,204567,"NULL",,
"LE RIRE DU CYCLOPE","WERBER BERNARD","2000000045689","Science Fiction","2011-04-13T00:00:00.000Z",,204568,"NULL",,
"FEMMES DE DICTATEUR","DUCRET DIANE","2000000045696",,"2011-04-13T00:00:00.000Z",,204569,"NULL",,
"LA VIE TRES PRIVEE DE MR SIM","COE JONATHAN","2000000045702","Romans anglais","2011-04-13T00:00:00.000Z",,204570,"NULL",,
"LA CHUTE DES GEANTS T.1 LE SIECLE","FOLLETT KEN","2000000045719","Romans anglais","2011-04-13T00:00:00.000Z",,204571,"NULL",,
"LE TROTTOIR AU SOLEIL","DELERM PHILIPPE","2000000045726","Romans français","2011-04-13T00:00:00.000Z",,204572,"NULL",,
"PETIT DICTIONNAIRE ENERVE DE FACEBOOK","GIRARD ELIANE","2000000045733",,"2011-04-13T00:00:00.000Z",,204573,"NULL",,
"LA FACE CACHEE DES MIROIRS","FRADIER CATHERINE","2000000045740","Policier","2011-04-13T00:00:00.000Z",,204574,"NULL",,
"ARTHUR ET MOI","ARNAUD EMMANUEL","2000000045757","Romans français","2011-04-13T00:00:00.000Z",,204575,"NULL",,
"DEJA L'AUTOMNE","ELIARD ASTRID","2000000045764","Romans français","2011-04-13T00:00:00.000Z",,204576,"NULL",,
"NULL","NULL","2000000045771","Science Fiction","2011-04-13T00:00:00.000Z",,204577,"NULL",,
"LE PAYS DE L'ABSENCE","ORBAN CHRISTINE","2000000045788","Romans français","2011-04-13T00:00:00.000Z",,204578,"NULL",,
"L'ÉQUATION AFRICAINE","KHADRA YASMINA","2000000045795","Romans français","2011-10-13T00:00:00.000Z",,204579,"NULL",,
"DROOD","SIMMONS DAN","2000000045801","Romans anglais","2011-10-13T00:00:00.000Z",,204580,"NULL",,
"LE PASSAGER","GRANGE JEAN-CHRISTOPHE","2000000045818","Policier","2011-10-13T00:00:00.000Z",,204581,"NULL",,
"LES ENFANTS DE LA TERRE T.6 LE PAYS DES GROTTES SACRÉES","AUEL JEAN-M","2000000045825","Romans français","2011-10-13T00:00:00.000Z",,204582,"NULL",,
"CHARLY 9","TEULÉ JEAN","2000000045832","Romans français","2011-10-13T00:00:00.000Z",,204583,"NULL",,
"LE SYSTÈME VICTORIA","REINHARDT ERIC","2000000045849","Romans français","2011-10-13T00:00:00.000Z",,204584,"NULL",,
"L'ARMÉE FURIEUSE","VARGAS FRED","2000000045856","Policier","2011-10-13T00:00:00.000Z",,204585,"NULL",,
"JUSTE AVANT","SAINTENOY FANNY","2000000045863","Romans français","2011-10-13T00:00:00.000Z",,204586,"NULL",,
"LA COULEUR DES SENTIMENTS","STOCKETT KATHRYN","2000000045870","Romans anglais","2011-10-13T00:00:00.000Z",,204587,"NULL",,
"LE DIABLE DANS LA VILLE BLANCHE","LARSON ERIK","2000000045887","Policier","2011-10-13T00:00:00.000Z",,204588,"NULL",,
"RIEN NE S'OPPOSE A LA NUIT","DE VIGAN DELPHINE","2000000045894","Romans français","2011-10-13T00:00:00.000Z",,204589,"NULL",,
"DÔME T.2","KING STEPHEN","2000000045900","Science Fiction","2011-10-13T00:00:00.000Z",,204590,"NULL",,
"LA FEMME AU MIROIR","SCHMITT ERIC-EMMANUEL","2000000045917","Romans français","2011-10-13T00:00:00.000Z",,204591,"NULL",,
"TUER LE PERE","NOTHOMB AMELIE","2000000045924","Romans français","2011-10-13T00:00:00.000Z",,204592,"NULL",,
"1Q84, LIVRE 1 AVRIL - JUIN","MURAKAMI HARUKI","2000000045931","Romans, divers","2011-10-13T00:00:00.000Z",,204593,"NULL",,
"LE HÉRON DE GUERNICA (SÉLECTION INTER-CE 2012)","CHOPLIN ANTOINE","2000000045948","Romans français","2011-12-01T00:00:00.000Z",,204594,"NULL",,
"POUR TOUT L'OR DU BRÉSIL (SÉLECTION INTER-CE2012)","DELFINO JEAN PAUL","2000000045955","Romans français","2011-12-01T00:00:00.000Z",,204595,"NULL",,
"LE CABARET DES OUBLIÉS (SÉLECTION INTER-CE 2012)","DELEPIERRE PHILIPPE VOUTERS BRUNO","2000000045962","Romans français","2011-12-01T00:00:00.000Z",,204596,"NULL",,
"EN ATTENDANT ROBERT CAPA (SÉLECTION INTER-CE 2012)","FORTES SUSANA","2000000045979","Romans français","2011-12-01T00:00:00.000Z",,204597,"NULL",,
"LES TROIS LUMIÈRES (SÉLECTION INTER-CE 2012)","KEEGAN CLAIRE","2000000045986","Romans français","2011-12-01T00:00:00.000Z",,204598,"NULL",,
"DES VIES D'OISEAU (SÉLECTION INTER-CE 2012)","OVALDÉ VÉRONIQUE","2000000045993","Romans français","2011-12-01T00:00:00.000Z",,204599,"NULL",,
"ROUGE ARGILE (SÉLECTION INTER-CE 2012)","OLLAGNIER VIRGINIE","2000000046006","Romans français","2011-12-01T00:00:00.000Z",,204600,"NULL",,
"REQUINS D'EAU DOUCE (SÉLECTION INTER-CE 2012)","STEINFEST HEINRICH","2000000046013","Policier","2011-12-01T00:00:00.000Z",,204601,"NULL",,
"UNE AUTRE ÉPOQUE (SÉLECTION 2012)","SULZER ALAIN CLAUDE","2000000046020","Romans français","2011-12-01T00:00:00.000Z",,204602,"NULL",,
"CODE 1879 (SÉLECTION INTER-CE 2012)","WADDELL DAN","2000000046037","Policier","2011-12-01T00:00:00.000Z",,204603,"NULL",,
"LA TOUR D'ARSENIC","RAGDE ANNE B.","2000000046044","Romans, divers","2011-12-06T00:00:00.000Z",,204604,"NULL",,
"CET INSTANT-LÀ","KENNEDY DOUGLAS","2000000046051","Romans anglais","2011-12-06T00:00:00.000Z",,204605,"NULL",,
"L'EVANGILE SELON FRANCY","LIND AMANDA","2000000046068","Romans, divers","2011-12-06T00:00:00.000Z",,204606,"NULL",,
"LES SOUVENIRS","FOENKINOS DAVID","2000000046075","Romans français","2011-12-06T00:00:00.000Z",,204607,"NULL",,
"LES SOLIDARITÉS MYSTÉRIEUSES","QUIGNARD PASCAL","2000000046082","Romans français","2011-12-06T00:00:00.000Z",,204608,"NULL",,
"L'ÎLE DES CHASSEURS D'OISEAUX","MAY PETER","2000000046099","Romans anglais","2011-12-06T00:00:00.000Z",,204609,"NULL",,
"CHÂTEAU DE LORD VALENTIN","SILVERBERG ROBERT","2000000046105","Romans anglais","2011-12-06T00:00:00.000Z",,204610,"NULL",,
"NULL","NULL","2000000046112","Science Fiction","2011-12-06T00:00:00.000Z",,204611,"NULL",,
"LE PACTE","KEPLER LARS","2000000046129","Policier","2011-12-07T00:00:00.000Z",,204612,"NULL",,
"LA TYRANNIE DE L'ARC-EN-CIEL. T. 1","FFORDE JASPER","2000000046136","Science Fiction","2011-12-07T00:00:00.000Z",,204613,"NULL",,
"BETTY","INDRIDASON ARNALDUR","2000000046143","Policier","2011-12-07T00:00:00.000Z",,204614,"NULL",,
