title,auteur,code_barre,dewey,date_acquis,date_hors_circu,ref,cote,resume,tags
"L'OR","CENDRARS B.","2000000000534","Romans français",,,200053,"NULL",,
"L'IRLANDE","BOURNIQUEL C.","2000000000541",,,,200054,"NULL",,
"QUATRE ANS DANS L'ENFER DES FOUS","CERVETTO J. M.","2000000000558",,,,200055,"NULL",,
"CINEMA - ANNEE 1977","","2000000000565",,,,200056,"NULL",,
"LA SAISON DES LOUPS","CLAVEL B.","2000000000589","Romans français",,,200058,"NULL",,
"PETITE SOEUR","MAC DONALD P.","2000000040585","Policier","2004-03-18T00:00:00.000Z",,204058,"NULL",,
"LE GRAND LIVRE DE LA DECORATION CONTEMPORAINE","CONRAN T.","2000000000619",,,,200061,"NULL",,
"CARTE IGN 3814 OUEST REICHSHOFFEN","NULL","2000000041407","Romans, divers","2005-03-04T00:00:00.000Z",,204140,"NULL",,
"L'ENCERCLEMENT (SURVIE TERRESTRE)","COMMONER B.","2000000000640",,,,200064,"NULL",,
"LA NORVEGE","PIVOT S.","2000000000664",,,,200066,"NULL",,
"LA DERNIERE NUIT","DECOIN D.","2000000000688","Romans français",,,200068,"NULL",,
"LOUISIANE","DENUZIERE M.","2000000000695","Romans français",,,200069,"NULL",,
"LE MUSEE DE L'ERMITAGE : LENINGRAD","DESCARGUES P.","2000000000718",,,,200071,"NULL",,
"LES BONS VINS ET LES AUTRES","DOUTRELANT P.","2000000000732",,,,200073,"NULL",,
"COMMENT REUSSIR SON TROISIEME AGE","DROUIN H.","2000000000749",,,,200074,"NULL",,
"LES DIEUX DE L'ECOLOGIE","DUBOS R.","2000000000763",,,,200076,"NULL",,
"LA LUTTE POUR L'ESPACE","DUPAS A.","2000000000794",,,,200079,"NULL",,
"LES MAYAS","ROME J.","2000000000800",,,,200080,"NULL",,
"VIVRE LA GAUCHE","ESCARPIT","2000000000824",,,,200082,"NULL",,
"HISTOIRE DE LA PEINTURE","D'ESPEZEL ET FOSCA","2000000000831",,,,200083,"NULL",,
"UN SAC DE BILLES","JOFFO J.","2000000000848","Romans français",,,200084,"NULL",,
"LE BEAUJOLAIS NOUVEAU EST ARRIVE","FALLET R.","2000000000855","Romans français",,,200085,"NULL",,
"AGUIRRE OU LA FIEVRE DE L'INDEPENDANCE","VASQUEZ F.","2000000000862",,,,200086,"NULL",,
"LES TRESORS D'ART DU VATICAN","FERARI O.","2000000000879",,,,200087,"NULL",,
"CONTES POPULAIRES ET LEGENDES DE BOURGOGNE","FORNERET X.","2000000000886",,,,200088,"NULL",,
"L'ELECTRICITE EN 10 LECONS","FRANCOIS D.","2000000000893",,,,200089,"NULL",,
"PREMIER DE CORDEE","FRISON-ROCHE R.","2000000000909","Romans français",,,200090,"NULL",,
"QUE SONT LES SIECLES POUR LA MER ?","GALLO M.","2000000000916","Romans français",,"2006-04-14T00:00:00.000Z",200091,"NULL",,
"LES MUSEES DES BEAUX ARTS DE BUDAPEST","GARAS K.","2000000000923",,,,200092,"NULL",,
"UN PANIER DE MENSONGES","GAUSSEL A.","2000000000930",,,,200093,"NULL",,
"MOI, CLAIRE","GELLY J.","2000000000947","Romans français",,,200094,"NULL",,
"LA VIE RENAITRA DE LA NUIT","GRAY M.","2000000000954",,,,200095,"NULL",,
"ANA, NON","GOMEZ ARCOS A.","2000000000961","Romans français",,,200096,"NULL",,
"LE GRAND PARTIR","GOUGAUD H.","2000000000978","Romans français",,,200097,"NULL",,
"LES FLAMBOYANTS","GRAINVILLE P.","2000000000985","Romans français",,,200098,"NULL",,
"LA FIN D'UNE LIAISON","GREENE G.","2000000000992","Romans anglais",,,200099,"NULL",,
"LE CONSUL HONORAIRE","GREENE G.","2000000001005","Romans anglais",,,200100,"NULL",,
"TUEUR A GAGES","GREENE G.","2000000001012",,,,200101,"NULL",,
"50 ANS D'AUTOMOBILE","GREGOIRE J. A.","2000000001029",,,,200102,"NULL",,
"QUI A PEUR DE LA PHILISOPHIE ?","GREPH","2000000001036",,,,200103,"NULL",,
"UNE MAISON POUR CHAQUE FRANCAIS","GROS B.","2000000001043",,,,200104,"NULL",,
"DES PLANTES ET DES FLEURS (GUIDE VERT)","BIANCHINI ET AL","2000000001050",,,,200105,"NULL",,
"GUIDE DE VOS DROITS ET DEMARCHES","","2000000001067",,,,200106,"NULL",,
"CET ENFANT QUI SE DROGUE, C'EST LE MIEN","GUILLON J.","2000000001074",,,,200107,"NULL",,
"LE LIVRE DES RECORDS","GUINESS","2000000001081",,,,200108,"NULL",,
"HOMICIDE BOULEVARD","BORNICHE R.","2000000001098",,,,200109,"NULL",,
"LES PATRONS","HARRIS - SEDOUY","2000000001104",,,,200110,"NULL",,
"LA SAGESSE DE LA TERRE","HELIAS P. J.","2000000001128",,,,200112,"NULL",,
"LE CHEVAL D'ORGUEIL","HELIAS P. J.","2000000001135","Romans français",,,200113,"NULL",,
"LES AUTRES ET LES MIENS","HELIAS P. J.","2000000001142","Romans français",,,200114,"NULL",,
"LES NEIGES DU KILIMANDJARO","HEMINGWAY E.","2000000001159","Romans anglais",,,200115,"NULL",,
"CONTES ET LEGENDES INACHEVES","TOLKIEN J. R. R.","2000000001166",,,,200116,"NULL",,
"AU PLUS PROFOND DE L'ESPACE","HOYLE F. - G.","2000000001173",,,,200117,"NULL",,
"ENERGIE ET EQUITE","ILLICH Y.","2000000001180",,,,200118,"NULL",,
"L'AFFAIRE PLUMBAT","JACCHIA E.","2000000001197",,,,200119,"NULL",,
"LA LOGIQUE DU VIVANT","JACOB F.","2000000001203",,,,200120,"NULL",,
"ACTUALISATION A DOSSIERS OUVERTS","JUQUIN P.","2000000001210",,,,200121,"NULL",,
"CETTE ETRANGE MATIERE","KASTLER A.","2000000001227",,,,200122,"NULL",,
"GUIDE PRATIQUE DE LA MONTAGNE","KEMPF B.","2000000001234",,,,200123,"NULL",,
"LE MONDE DES REVES","KOLOSIMO P.","2000000001241",,,,200124,"NULL",,
"LES RUES DE NANCY","ROBAUX P.","2000000001258",,,,200125,"NULL",,
"PRENDRE LE TEMPS DE VIVRE","LAMOUR DE CHALENDAR","2000000001265",,,,200126,"NULL",,
"LE TETARD","LANZMANN J.","2000000001272","Romans français",,,200127,"NULL",,
"HISTOIRE DU TRAVAIL","LEFRANC G","2000000001289",,,,200128,"NULL",,
"LE GRAND MERDIER","LEPRINCE - RINGUET L.","2000000001296",,,,200129,"NULL",,
"LE CARNET D'OR","LESSING D.","2000000001302","Romans anglais",,,200130,"NULL",,
"AUTOCRITIQUE DE LA SCIENCE","LEVY - LEBLAND","2000000001319",,,,200131,"NULL",,
"ENVIRONNEMENT VEGETAL","LIEUTAGHI P.","2000000000480",,,,200048,"NULL",,
"LES ENFANTS DU FROID","LONDON J.","2000000001326",,,,200132,"NULL",,
"L'HORREUR DANS LE MUSEE","LOVECRAFT","2000000001333",,,,200133,"NULL",,
"STRATEGIES ENERGETIQUES PLANETAIRES","LOVINS A.","2000000001340",,,,200134,"NULL",,
"LA GUERRE DES ETOILES","LUCAS","2000000001357","Romans français",,,200135,"NULL",,
"DE LA FRANCE","MACCIOCHI M. A.","2000000001371",,,,200137,"NULL",,
"LE PRINCE","MACHIAVEL","2000000001388",,,,200138,"NULL",,
"BABYLONE","SEIGNOBOS C.","2000000001395",,,,200139,"NULL",,
"LES DERNIERS ROIS DE THULE","MALAURIE","2000000001401",,,,200140,"NULL",,
"HISTOIRE DE LORRAINE : TOME 1 (ORIGINE-1552)","PARISOT R.","2000000001432",,,,200143,"NULL",,
"SUR LES TRACES DU YETI","HUTCHINSON","2000000001449",,,,200144,"NULL",,
"PARLONS FRANCHEMENT","MARCHAIS G.","2000000001456",,,,200145,"NULL",,
"IL SERAIT UNE FOIS","MARTIN.","2000000001463","Romans français",,,200146,"NULL",,
"PROTECTION ET POLLUTION DE L'ATMOSPHERE","MATEI","2000000001470",,,,200147,"NULL",,
"BRUNO, MON FILS","MAURICE","2000000001487",,,,200148,"NULL",,
"MOEURS ET SEXUALITE EN OCEANIE","MEAD","2000000001494",,,,200149,"NULL",,
"LE DESERT","MEMMI","2000000001500",,,,200150,"NULL",,
"AVOIR VINGT ANS EN CHINE A LA CAMPAGNE","MICHEL","2000000001517",,,,200151,"NULL",,
"COLORADO SAGA","MICHENER","2000000001524","Romans anglais",,,200152,"NULL",,
"TROPIQUE DU CANCER","MILLER H.","2000000001531","Romans anglais",,,200153,"NULL",,
"POLITIQUE","MITTERAND F.","2000000001548",,,,200154,"NULL",,
"MOSAIQUE SUD-AFRICAINE","","2000000001555",,,,200155,"NULL",,
"LA MER DOIT-ELLE MOURIR ?","MOORCRAFT","2000000001562",,,,200156,"NULL",,
"MA MAISON A DEUX PORTES","SUYIN H.","2000000001579","Romans anglais",,,200157,"NULL",,
"LE SINGE NU","MORRIS","2000000001593",,,,200159,"NULL",,
"VELASQUEZ","MULLER","2000000001609",,,,200160,"NULL",,
"HISTOIRE DE NANCY","TAVENEAUX","2000000001623",,,,200162,"NULL",,
"UN ETE SANS OISEAUX","SUYIN H.","2000000001630",,,,200163,"NULL",,
"L'INFORMATIQUE DE LA SOCIETE","NORA - MINC","2000000001647",,,,200164,"NULL",,
"IL N'Y A PAS DE DROGUES HEUREUX","OLIVENSTEIN","2000000001654",,,,200165,"NULL",,
"ALEXANDRE II","TROYAT H.","2000000001661","Romans français",,,200166,"NULL",,
"LE POUVOIR FEMININ","PEROT","2000000001678",,,,200167,"NULL",,
"L'IMPRECATEUR","PILHES","2000000001692","Romans français",,,200169,"NULL",,
"LES SOUCOUPES VOLANTES","POTTIER","2000000001708",,,,200170,"NULL",,
"LE MAITRE DES STEPPES","KIRCHER D.","2000000001715","Romans français",,,200171,"NULL",,
"BYZANCE","SOISSON J. P.","2000000001722",,,,200172,"NULL",,
"LA BABEL NUCLEAIRE","PUISEUX","2000000001739",,,,200173,"NULL",,
"LA CROISSANCE ZERO","REICHENBACH","2000000001753",,,,200175,"NULL",,
"COMMENT AVOIR PLUS DE MEMOIRE","RENAUD","2000000001760",,,,200176,"NULL",,
"COMMENT PLACER SON ARGENT","RENAULT","2000000001777",,,,200177,"NULL",,
"ENCYCLOPEDIE DE L'EXPRESSIONISME","RICHARD","2000000001784",,,,200178,"NULL",,
"BOY","DE RIVOYRE C.","2000000001791","Romans français",,,200179,"NULL",,
"UN MIROIR LOINTAIN","TUCHMAN B. W.","2000000001807",,,,200180,"NULL",,
"LE PARTAGE DU SAVOIR","ROQUEPLO","2000000001814",,,,200181,"NULL",,
"L'IDEOLOGIE DE DANS LA SCIENCE","ROSE","2000000001821",,,,200182,"NULL",,
"HISTOIRE DE NOTRE LORRAINE","VARTIER J.","2000000001838",,,,200183,"NULL",,
"VERS LA SEMAINE DE 30 HEURES","RUSTANT","2000000001845",,,,200184,"NULL",,
"LA GNOSE DE PRINCETON","RUYER R.","2000000001852",,,,200185,"NULL",,
"LES CENT PROCHAINS SIECLES","RUYER R.","2000000001869",,,,200186,"NULL",,
"EN SOUVENIR D'ALICE","EXBRAYAT C.","2000000001876",,,,200187,"NULL",,
"SOCIALISATION DE LA NATURE","SAINT-MARC","2000000001890",,,,200189,"NULL",,
"UN AN DE LUTTE","SAKHAROV","2000000001906",,,,200190,"NULL",,
"PROKOFIEV","SAMUEL C.","2000000001913",,,,200191,"NULL",,
"RABBIT BOSS","SANCHEZ T.","2000000001920",,,,200192,"NULL",,
"L'ARMEE, POUR QUOI FAIRE","SANGUINETTI A.","2000000001937",,,,200193,"NULL",,
"LE CRABE-TAMBOUR","SCHOENDOERFFER P.","2000000001944","Romans français",,,200194,"NULL",,
"PIERRE LE GRAND","TROYAT H.","2000000001968",,,,200196,"NULL",,
"LE MAI DE LA C.G.T.","SEGUY G.","2000000001975",,,,200197,"NULL",,
"DES MERVEILLES SOUS LA TERRE","SIFFRE M.","2000000001999",,,,200199,"NULL",,
"89 REPONSES AUX QUESTIONS ECONOMIQUES","SOCIALISTE (PARTI)","2000000002002",,,,200200,"NULL",,
"HISTOIRE DE NANCY","COLLECTIF","2000000002019",,,,200201,"NULL",,
"LES RUSSES","SMITH H.","2000000002026",,,,200202,"NULL",,
"GOULAG : T 1","SOLJENITSYNE A.","2000000002033",,,,200203,"NULL",,
"GOULAG : T 2","SOLJENITSYNE A.","2000000002040",,,,200204,"NULL",,
"GOULAG : T 3","SOLJENITSYNE A.","2000000002057",,,,200205,"NULL",,
"CONTES POPULAIRES DE PROVENCE","SOUVERBIE M. T.","2000000002064",,,,200206,"NULL",,
"A L'EST D'EDEN","STEINBECK J.","2000000002071","Romans anglais",,,200207,"NULL",,
"DES SOURIS ET DES HOMMES","STEINBECK J.","2000000002088","Romans anglais",,,200208,"NULL",,
"MOSCOU","SIMON S.","2000000002095",,,,200209,"NULL",,
"LE SKI DE FOND","TERRAZ C.","2000000002118",,,,200211,"NULL",,
"LE BAL DES CELLULES","THOMAS L.","2000000002125",,,,200212,"NULL",,
"LA MORT DE VENISE","FAY S ET AL","2000000002132",,,,200213,"NULL",,
"LA PSYCHOLOGIE","VECKERT","2000000002149",,,,200214,"NULL",,
"PROTECTION DE LA QUALITE DES EAUX A MAITRISE DE","VAILLANT J. R.","2000000002156",,,,200215,"NULL",,
"LA ROUMANIE","LOUYOT M.","2000000002163",,,,200216,"NULL",,
"MUSEE DE HOLLANDE","VAN LUTTERVELT","2000000002170",,,,200217,"NULL",,
"LE JOURNAL HISTORIQUE DE L'ALSACE : T 5","","2000000002187",,,,200218,"NULL",,
"LA VIE QUOTIDIENNE EN LORRAINE AU XIX° SIECLE","VARTIER J.","2000000002194",,,,200219,"NULL",,
"PSYCHOLOGIE DE LA PUBLICITE","VICTOROFF D.","2000000002200",,,,200220,"NULL",,
"LE DERIVEUR EN TROIS JOURS","VIGOUREUX T.","2000000002217",,,,200221,"NULL",,
"LA ROUTE BLEUE","WHITE K.","2000000002231","Romans anglais",,,200223,"NULL",,
"LA NATIONAL GALLERY - WASHINGTON","WALKER J.","2000000002248",,,,200224,"NULL",,
"LES DAMES DU LAC","ZIMMER BRADLEY M.","2000000002255","Romans anglais",,,200225,"NULL",,
"BRICOLAGE PRATIQUE","YERU M.","2000000002262",,,,200226,"NULL",,
"LA COMPOSITION D'HISTOIRE","DANINOS P.","2000000002279","Romans français",,,200227,"NULL",,
"MAIN BASSE SUR L'AFRIQUE","ZIEGLER J.","2000000002286",,,,200228,"NULL",,
"LE SKI DE FOND","ZILBERTIN","2000000002293",,,,200229,"NULL",,
"LE JOURNAL ET L'ECOLE","GONNET J.","2000000002309",,,,200230,"NULL",,
"HAYDN","BARBAUD","2000000002316",,,,200231,"NULL",,
"URSS, PETITE PLANETE","MARABINI","2000000002323",,,,200232,"NULL",,
"LA PISTE DE L'OREGON","PARKMAN F.","2000000002330",,,,200233,"NULL",,
"AUTRICHE","VAUSSON C.","2000000002347",,,,200234,"NULL",,
"MAROC, PETITE PLANETE","MONTEIL V.","2000000002354",,,,200235,"NULL",,
"L'AUTOGESTION, C'EST PAS DE LA TARTE","MERMOZ","2000000002378",,,,200237,"NULL",,
"L'ALLERGIE AU TRAVAIL","ROUSSELET","2000000002385",,,,200238,"NULL",,
"SYNDICATS LIBRES EN URSS","ROUSSELET","2000000002392",,,,200239,"NULL",,
"LA VOIE JACKSON","HERZOG","2000000002408","Romans français",,,200240,"NULL",,
"O JERUSALEM","LAPIERRE D. - COLLINS L.","2000000002415","Romans français",,,200241,"NULL",,
"LES BLEUETS","CROUSSY G.","2000000002422","Romans français",,,200242,"NULL",,
"LA LUMIERE DU LAC","CLAVEL B.","2000000002439","Romans français",,,200243,"NULL",,
"LES REBELLES : L'EMBELLIE","CHABROL J. P.","2000000002453","Romans français",,,200245,"NULL",,
"COLLINE","GIONO J.","2000000002460","Romans français",,,200246,"NULL",,
"LA MERE","BUCK P.","2000000002477",,,,200247,"NULL",,
"RENCONTRES DU 3° TYPE","SPIELBERG S.","2000000002484",,,,200248,"NULL",,
"LE TEMPS DES AMOURS","PAGNOL M.","2000000002491","Romans français",,,200249,"NULL",,
"LE PREMIER CERCLE SERVICE","SOLJENITSYNE A.","2000000002507",,,,200250,"NULL",,
"LE GRAND MEAULNES","FOURNIER A.","2000000002514","Romans français",,,200251,"NULL",,
"LE GRAND METIER","RECHER J.","2000000002521",,,,200252,"NULL",,
"LA MORT A MESSINE","NATOLI L.","2000000002538","Romans italiens",,,200253,"NULL",,
"NEE COMME CA : T 2 - L'ESPOIR TRIOMPHE","LEGRIX D.","2000000002545",,,,200254,"NULL",,
"L'ETAT SAUVAGE","CONCHON G.","2000000002552","Romans français",,,200255,"NULL",,
"VERS UNE CIVILISATION DU COUPLE","JENTEL L. M.","2000000002576",,,,200257,"NULL",,
"LES FEUX DU CREPUSCULE","DROIT M.","2000000002583",,,,200258,"NULL",,
"LES REBELLES : LA GUEUSE","CHABROL J. P.","2000000002590","Romans français",,,200259,"NULL",,
"LE PAVILLON DES CANCEREUX","SOLJENITSYNE A.","2000000002606",,,,200260,"NULL",,
"JOURNAL D'UN CHIEN","PANIZZA O.","2000000002637","Romans allemands",,,200263,"NULL",,
"TEMPO","BOURNIQUEL C.","2000000002675","Romans français",,,200267,"NULL",,
"GENIE LA FOLLE","CAGNATI I.","2000000002682","Romans français",,,200268,"NULL",,
"LE JOUR DE CONGE","CAGNATI I.","2000000002699","Romans français",,,200269,"NULL",,
"GUIDE DE LA MONTAGNE","ZILBERTIN","2000000002705",,,,200270,"NULL",,
"ROMAN D'EVARISTE GALOIS","INFELD L.","2000000002712",,,,200271,"NULL",,
"MOLINI OU L'INDE DES FEMMES","VINCENT R.","2000000002736",,,,200273,"NULL",,
"L'AVENIR EN MARCHE","","2000000002743",,,,200274,"NULL",,
"LE JOURNAL D'ANNE FRANCK","FRANCK A.","2000000002767",,,,200276,"NULL",,
"100 JEUX DE TABLE","BERLOQUIN P.","2000000002774",,,,200277,"NULL",,
"MILAREPA","BAGOT J.","2000000002781",,,,200278,"NULL",,
"MANUEL DE DROIT PUBLIC ET PRIVE","FAUTSCH A.","2000000002798",,,,200279,"NULL",,
"MANUEL DE DROIT PUBLIC ET PRIVE","FAUTSCH A.","2000000002804",,,,200280,"NULL",,
"LA PUISSANCE ET LA FRAGILITE","HAMBURGER J.","2000000002811",,,,200281,"NULL",,
"LE TESTAMENT DE PRINCETON","DE ROBIEN T.","2000000002835","Romans français",,,200283,"NULL",,
"LE JEU DU SOUTERRAIN","MALLET JORIS F.","2000000002842","Romans français",,,200284,"NULL",,
"LA MOITIE DU CIEL","BROYELLE C.","2000000002859",,,,200285,"NULL",,
"L'AFFAIRE OU LE CRIME DU FAUX VAGABOND","DICKENS - FRUTTERO - LUCENTINI","2000000002866","Romans italiens",,,200286,"NULL",,
"L'HOMME DE LONDRES","SIMENON G.","2000000002873",,,,200287,"NULL",,
"LE CORBEAU VIENT LE DERNIER","CALVINS","2000000002897","Romans italiens",,,200289,"NULL",,
"LA PLANETE DES DINOSAURES","MAC CAFFREY A.","2000000002903",,,,200290,"NULL",,
"BIOGRAPHIES DU PERE NOEL","LEPAGNOL C.","2000000002910",,,,200291,"NULL",,
"JUBILEE","WALKER M.","2000000002927",,,,200292,"NULL",,
"LE SOLITAIRE","IONESCO","2000000002934","Romans français",,,200293,"NULL",,
"LES FRUITS DE L'HIVER","CLAVEL B.","2000000002941","Romans français",,,200294,"NULL",,
"EN POLOGNE, C'EST-A-DIRE NULLE PART","BRANDYS K.","2000000002958","Romans français",,,200295,"NULL",,
"LA CHAT ET LA SOURIS","GRASS G.","2000000002965","Romans français",,,200296,"NULL",,
"ERWIN DANS L'OMBRE DE GROMULKA","WEIT E.","2000000002972",,,,200297,"NULL",,
"AU NOM DU FILS","BAZIN H.","2000000002989","Romans français",,,200298,"NULL",,
"LE DESERT DES TARTARES","BUZZATI D.","2000000002996","Romans italiens",,,200299,"NULL",,
"LE REVE DE L'ESCALIER","BUZZATI D.","2000000003009","Romans italiens",,,200300,"NULL",,
"DIEU EST UN ENFANT","STIL A.","2000000003016","Romans français",,,200301,"NULL",,
"LA PLOMBERIE","AUGUSTE P.","2000000003023",,,,200302,"NULL",,
"SAINT NAIF","GUTH P.","2000000003030",,,,200303,"NULL",,
"L'AFFAIRE MORO","SCIASCIA L.","2000000003047",,,,200304,"NULL",,
"L'ESCARBILLE - HISTOIRE D'UN OUVRIER VERRIER","CHABOT M.","2000000003054",,,,200305,"NULL",,
"RUE DU PROLETAIRE ROUGE","KEHAYAN","2000000003061",,,,200306,"NULL",,
"IRAN, LA REVOLUTION AU NOM DE DIEU","BRIERE-BLANCHET","2000000003078",,,,200307,"NULL",,
"JE SUIS VIVANT DANS MA TOMBE","PURDY J.","2000000003085",,,,200308,"NULL",,
"PENSE-BETE DU FUTUR COPROPRIETAIRE","NOUCHY Y.","2000000003092",,,,200309,"NULL",,
"LE PENSIONNAIRE","FERRANE J. F.","2000000003108","Romans français",,,200310,"NULL",,
"HOLOCAUSTE","GREEN G.","2000000003115",,,,200311,"NULL",,
"LE BILLEBAUDE","VINCENOT H.","2000000003122","Romans français",,,200312,"NULL",,
"CONTES POPULAIRES ET LEGENDES DU VAL DE LOIRE","SEIGNOLLE","2000000003153",,,,200315,"NULL",,
"CONTES POPULAIRES ET LEGENDES DU LANGUEDOC ET DU R","SEIGNOLLE","2000000003160",,,,200316,"NULL",,
"CONTES POPULAIRES ET LEGENDES DU LIMOUSIN","SEIGNOLLE","2000000003177",,,,200317,"NULL",,
"PECHEUR D'ISLANDE","LOTI P.","2000000003184","Romans français",,,200318,"NULL",,
"L'ENERGIE SOLAIRE","KIELY C.","2000000003207",,,,200320,"NULL",,
"UN HIVER FROID A PEKIN","HSIA CHIK YEN","2000000003214",,,,200321,"NULL",,
"DE LAMOUR ET AUTRES DEMONS","GARCIA MARQUEZ G.","2000000003221","Romans espagnols",,,200322,"NULL",,
"LES HAUTS DE HURLE-VENT","BRONTE E.","2000000003238","Romans anglais",,,200323,"NULL",,
"CEUX DE LA FORET","EXBRAYAT C.","2000000003245",,,,200324,"",,
"UNE JOURNEE D'YVAN DENISSOVITCH","SOLJENITSYNE A.","2000000003252",,,,200325,"NULL",,
"ET LE VENT REPREND SES TOURS","BOUKOVSKY V.","2000000003269",,,,200326,"NULL",,
"SURILLA ET LAMOUR DE LA NEIGE","HOEG P.","2000000003276",,,,200327,"NULL",,
"LE SOLEIL OBLIQUE","BONHEUR G.","2000000003283","Romans français",,,200328,"NULL",,
"E = MC2  MON AMOUR","CAUVIN P.","2000000003290","Romans français",,,200329,"NULL",,
"LA FEMME DE GUERRE","CLAVEL B.","2000000003306","Romans français",,,200330,"NULL",,
"LE BAL DES DEBUTANTES","RIHOIT C.","2000000003337","Romans français",,,200333,"NULL",,
"LE PAIN D'AUTREFOIS","THOUVENOT C.","2000000003351",,,,200335,"NULL",,
"LE TUNNEL","LACAZE A.","2000000003368","Romans français",,,200336,"NULL",,
"LES RITALS","CAVANNA","2000000003375","Romans français",,,200337,"NULL",,
"LA FEMME AU TEMPS DES CATHEDRALES","PERNOUD R.","2000000003382",,,,200338,"NULL",,
"LES SENTIERS DU VIEUX CAUSSE","REY R. A.","2000000003399","Romans français",,,200339,"NULL",,
"LE CORBILLARD DE JULES","BOUDARD A.","2000000003405","Romans français",,,200340,"NULL",,
"L'EMPIRE ECLATE","CARRERE-D'ENCAUSSE H.","2000000003412",,,,200341,"NULL",,
"LES HOMMES NAISSENT TOUS LE MEME JOUR : AURORE","GALLO M.","2000000003429","Romans français",,"2006-04-14T00:00:00.000Z",200342,"NULL",,
"LES HOMMES NAISSENT TOUS LE MEME JOUR : CREPUSCULE","GALLO M.","2000000003436","Romans français",,"2006-04-14T00:00:00.000Z",200343,"NULL",,
"CONTES POPULAIRES ET LEGENDES DE LORRAINE","SEIGNOLLE","2000000003443",,,,200344,"NULL",,
"LA VIE PASSIONNEE DES SOEURS BRONTE","BLUTEAU","2000000003450","Romans français",,,200345,"NULL",,
"HISTOIRE DE LA MEDECINE","STAROBINSKI J.","2000000003467",,,,200346,"NULL",,
"LE CIEL","PECKER J. C.","2000000003474",,,,200347,"NULL",,
"HISTOIRE DE LA MACHINE","SOULARD R.","2000000003481",,,,200348,"NULL",,
"HISTOIRE DE LA MARINE","CANBY C.","2000000003498",,,,200349,"NULL",,
"NANCY, MA VILLE","COURSIER A.","2000000003504",,,,200350,"NULL",,
"ADIEU CALIFORNIE","MACLEAN A.","2000000003528","Romans anglais",,,200352,"NULL",,
"L'ADIEU A LA FEMME SAUVAGE","COULONGES H.","2000000003535","Romans français",,,200353,"NULL",,
"HISTOIRE DE LORRAINE : TOME 3 (1789-1919)","PARISOT R.","2000000003566",,,,200356,"NULL",,
"LE JOURNAL HISTORIQUE DE L'ALSACE : T 4","","2000000003573",,,,200357,"NULL",,
"LE TOUR DU MONDE A BICYCLETTE","LODE J.","2000000003580",,,,200358,"NULL",,
"LES GENS DE DANS LE TEMPS","","2000000003597",,,,200359,"NULL",,
"LES PIE SOULE - LES CHEVALIERS DU CHAUDRON","VINCENOT H.","2000000003603","Romans français",,,200360,"NULL",,
"MEMOIRES D'ADRIEN","YOURCENAR M.","2000000003634","Romans français",,,200363,"NULL",,
"LES JEUX MATHEMATIQUES D'EUREKA","BERRONDO M.","2000000003641",,,,200364,"NULL",,
"LA DUCHESSE","BODARD L.","2000000003658","Romans français",,,200365,"NULL",,
"LES DERNIERS AFRICAINS","CHESI G.","2000000003665",,,,200366,"NULL",,
"EREBUS, VOLCAN ANTARCTIQUE","TAZIEFF H.","2000000003672",,,,200367,"NULL",,
"LE POUSSE CAILLOU","MICHALON Y.","2000000003689",,,,200368,"NULL",,
"MEMOIRES DE LEONARD, ANCIEN MACON","NADAUD","2000000003696",,,,200369,"NULL",,
"L'HOMME QUI MARCHAIT DANS SA TETE","SEGAL P.","2000000003702",,,,200370,"NULL",,
"L'ARBRE BLESSE","SUYIN H.","2000000003719",,,,200371,"NULL",,
"UNE AFFAIRE INTIME","GALLO M.","2000000003726","Romans français",,,200372,"NULL",,
"A L'AUTRE BOUT DE MOI","HUMBERT M. T.","2000000003733","Romans français",,,200373,"NULL",,
"LA COURONNE ET LA LYRE","YOURCENAR M.","2000000003740","Romans français",,,200374,"NULL",,
"DJEBEL AMOUR","FRISON ROCHE","2000000003757","Romans français",,,200375,"NULL",,
"RUE DES BOUTIQUES OBSCURES","MODIANO P.","2000000003764","Romans français",,,200376,"NULL",,
"AFFAIRES ETRANGERES","ROBERTS J. M.","2000000003771","Romans français",,,200377,"NULL",,
"MOSE OU LE LEZARD QUI PLEURAIT","CAGNATI I.","2000000003788","Romans français",,,200378,"NULL",,
"TI JEAN L'HORIZON","SCHWARTZ-BART S.","2000000003795","Romans français",,,200379,"NULL",,
"LA NEIGE BRULE","DEBRAY R.","2000000003801","Romans français",,,200380,"NULL",,
"PELAGIE LA CHARETTE","MAILLET A.","2000000003818","Romans français",,,200381,"NULL",,
"LES FRERES MONTAURIAN","CHAMPION J.","2000000003825","Romans français",,,200382,"NULL",,
"LA MAL BOUFFE","DE ROSNAY S. ET J.","2000000003832",,,,200383,"NULL",,
"LES TROIS PREMIERES MINUTES DE L'UNIVERS","WEINBERG S.","2000000003849",,,,200384,"NULL",,
"LE SEXE ET L'INNOVATION","LANGANEY A.","2000000003856",,,,200385,"NULL",,
"LE RETOURNEMENT","VOLKOFF V.","2000000003863","Romans français",,,200386,"NULL",,
"LE JOURNAL HISTORIQUE DE L'ALSACE : T 3","","2000000003887",,,,200388,"NULL",,
"JOHN L'ENFER","DECOIN D.","2000000003900","Romans français",,,200390,"NULL",,
"LES PLUS BEAUX VILLAGES DE FRANCE","READER'S DIGEST","2000000003917",,,,200391,"NULL",,
"LA DISTINCTION","BOURDIEU P.","2000000003931",,,,200393,"NULL",,
