11;"CVF2014FEV";"revues";2014-02-18;2014-02-25
196;"1528";"livres";2009-12-21;2010-01-18
262;"1417";"livres";2014-08-26;2014-09-23
36;"4488";"livres";2014-08-26;2014-09-23
24;"4643";"livres";2014-07-08;2014-08-05
199;"1989";"livres";2011-10-04;2011-11-01
47;"3419";"BD";2014-08-05;2014-08-20
262;"433";"livres";2014-08-26;2014-09-23
32;"4716";"livres";2014-08-05;2014-09-02
21;"4615";"livres";2014-08-08;2014-09-05
32;"4712";"livres";2014-08-08;2014-09-05
130;"QCH2014JIN";"revues";2014-08-08;2014-08-15
130;"QCH2013NOV";"revues";2014-08-08;2014-08-15
130;"QCH2014MAR";"revues";2014-08-08;2014-08-15
205;"501";"DVD";2014-08-12;2014-08-26
241;"4721";"livres";2014-08-12;2014-09-09
19;"4726";"livres";2014-08-12;2014-09-09
241;"A2062";"CD";2014-08-19;2014-09-02
241;"F2050";"CD";2014-08-19;2014-09-02
